case_id,title,description,evidence_type,status,created_by,assigned_to,storage_path,dataset_provenance,source_import_job_id,source_file,source_row_ref,id,created_at,updated_at
0a808b82-d793-480f-b201-370a197b6f01,Assault Case Documentation — CR-2026-DET-260,"Medical reports, witness statements, and scene photographs for assault case CR-2026-DET-260.",document,Under Analysis,Inspector Kavitha Prasad,,/evidence/0a808b82-d793-480f-b201-370a197b6f01/document_packet,demo,,,,07f2aed0-e2b5-413b-8350-bad43cde8174,2026-08-29 12:45:08,2026-08-29 12:45:08
b79d5e0b-0a43-42e6-ae74-e8e5e1d5640c,Narcotics Seizure Kit — CR-2026-DET-257,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-257.",physical,Pending,Inspector Siddharamaiah Pujari,,/evidence/b79d5e0b-0a43-42e6-ae74-e8e5e1d5640c/physical_packet,demo,,,,0834cf5f-a01f-4ad0-8250-a0ab4e4f2330,2026-08-29 12:45:08,2026-08-29 12:45:08
bf9c7ee9-a470-4826-a42c-852271d85dac,DV Case Evidence — CR-2026-DET-206,"Medical examination reports, complaint statements, and photographic evidence for CR-2026-DET-206.",document,Pending,Inspector Virupakshi Hallur,,/evidence/bf9c7ee9-a470-4826-a42c-852271d85dac/document_packet,demo,,,,08f81cff-ba01-4a64-b4c4-f9ee16153be1,2026-08-29 12:45:08,2026-08-29 12:45:08
5ab902e6-9335-449e-9308-4b92aca920f2,Narcotics Seizure Kit — CR-2026-DET-112,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-112.",physical,Analyzed,Sub-Inspector Yogesh Shetty,,/evidence/5ab902e6-9335-449e-9308-4b92aca920f2/physical_packet,demo,,,,0967d0fa-c69c-4b92-ab54-ba0efa176bb8,2026-08-29 12:45:07,2026-08-29 12:45:07
f20dce76-ae9f-4645-a0c0-499a7d392db7,Assault Case Documentation — CR-2026-DET-265,"Medical reports, witness statements, and scene photographs for assault case CR-2026-DET-265.",document,Under Analysis,Inspector Meera Sen,,/evidence/f20dce76-ae9f-4645-a0c0-499a7d392db7/document_packet,demo,,,,0a1ef191-e432-4e05-93dd-c6a6b51d0495,2026-08-29 12:45:08,2026-08-29 12:45:08
934f2bc5-1911-4678-9619-563d30dc484e,Narcotics Seizure Kit — CR-2026-DET-002,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-002.",physical,Analyzed,Sub-Inspector Anitha Kulkarni,,/evidence/934f2bc5-1911-4678-9619-563d30dc484e/physical_packet,demo,,,,0bdf6198-119f-4e80-b77a-bbbd0b5b9a97,2026-08-29 12:45:07,2026-08-29 12:45:07
748fc5b2-5e9d-479e-ac85-9e9b675dd7e4,DV Case Evidence — CR-2026-DET-172,"Medical examination reports, complaint statements, and photographic evidence for CR-2026-DET-172.",document,Pending,Sub-Inspector Yogesh Shetty,,/evidence/748fc5b2-5e9d-479e-ac85-9e9b675dd7e4/document_packet,demo,,,,0d68c2d4-f3f7-4a97-8fbd-3224904f3e09,2026-08-29 12:45:08,2026-08-29 12:45:08
f38ac969-4750-4c32-b56b-fe2316bf20f2,Narcotics Seizure Kit — CR-2026-DET-242,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-242.",physical,Under Analysis,Inspector Meera Sen,,/evidence/f38ac969-4750-4c32-b56b-fe2316bf20f2/physical_packet,demo,,,,0e152ded-0cf2-4cbc-9f78-65dab0d20dbe,2026-08-29 12:45:08,2026-08-29 12:45:08
ab3d83c8-3120-4812-a7c3-a5da8f1627e3,Mining Violation Records — CR-2026-BLR-001,"Satellite imagery, transit manifests, and forged permits for illegal mining case CR-2026-BLR-001.",document,Under Analysis,Inspector Siddharamaiah Pujari,,/evidence/ab3d83c8-3120-4812-a7c3-a5da8f1627e3/document_packet,demo,,,,0e17f638-0e62-4393-8637-f54ab07a2ea1,2026-08-29 12:45:07,2026-08-29 12:45:07
d48854cb-ed01-4856-a50e-229ec5ed648c,Narcotics Seizure Kit — CR-2026-DET-101,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-101.",physical,Under Analysis,Sub-Inspector Sharanabasappa Deshpande,,/evidence/d48854cb-ed01-4856-a50e-229ec5ed648c/physical_packet,demo,,,,0e733fc6-fefe-4c60-97fd-4cdc327d5d2b,2026-08-29 12:45:07,2026-08-29 12:45:07
d6107abd-e01e-4b47-9fd3-63f2afadb3ff,Burglary Evidence Packet — CR-2026-BRL-001,"Physical evidence including tool marks, fingerprints, and stolen property inventory for CR-2026-BRL-001.",physical,Pending,Sub-Inspector Lakshmi Devi,,/evidence/d6107abd-e01e-4b47-9fd3-63f2afadb3ff/physical_packet,demo,,,,0f5b243a-8060-4450-bdd1-ce56aa6c7609,2026-08-29 12:45:07,2026-08-29 12:45:07
27ea1b5c-4a2f-449b-a65e-3e19e777bca0,Digital Forensics — CR-2026-DET-238,"Digital evidence including device images, network logs, and transaction records for CR-2026-DET-238.",digital,Under Analysis,Inspector Ganesh Haldipur,,/evidence/27ea1b5c-4a2f-449b-a65e-3e19e777bca0/digital_packet,demo,,,,0fddef37-8ebc-4e37-a1e7-3bcc6acc6ca2,2026-08-29 12:45:08,2026-08-29 12:45:08
e1bcdee5-3a8f-4a70-af2e-c748d12e43ca,Mining Violation Records — CR-2026-DET-241,"Satellite imagery, transit manifests, and forged permits for illegal mining case CR-2026-DET-241.",document,Pending,Sub-Inspector Vinayak Kulkarni,,/evidence/e1bcdee5-3a8f-4a70-af2e-c748d12e43ca/document_packet,demo,,,,101141ad-19a1-4d8b-952b-0886dd8756fb,2026-08-29 12:45:08,2026-08-29 12:45:08
3081447a-6053-416e-a9f9-18f68721ecb5,Assault Case Documentation — CR-2026-DET-063,"Medical reports, witness statements, and scene photographs for assault case CR-2026-DET-063.",document,Pending,Inspector Farooq Nadaf,,/evidence/3081447a-6053-416e-a9f9-18f68721ecb5/document_packet,demo,,,,10c761c6-79a9-4e3e-a74c-f40abb93f974,2026-08-29 12:45:07,2026-08-29 12:45:07
819c1e7f-8395-49d6-acfa-a99492ad4e04,Narcotics Seizure Kit — CR-2026-DET-098,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-098.",physical,Under Analysis,Inspector Ganesh Haldipur,,/evidence/819c1e7f-8395-49d6-acfa-a99492ad4e04/physical_packet,demo,,,,111b1769-9245-435d-85e5-f56d912c93b8,2026-08-29 12:45:07,2026-08-29 12:45:07
6d5a8bf5-44a6-48af-be5f-ccb198942eea,Digital Forensics — CR-2026-DET-048,"Digital evidence including device images, network logs, and transaction records for CR-2026-DET-048.",digital,Under Analysis,Inspector Santosh Mudiraj,,/evidence/6d5a8bf5-44a6-48af-be5f-ccb198942eea/digital_packet,demo,,,,12ee183a-6486-4bce-a678-ffde7a5ba600,2026-08-29 12:45:07,2026-08-29 12:45:07
3329fe53-50e1-4898-9157-245c1a89c94a,Case Evidence — CR-2026-DET-020,Supporting documentation and evidence for CR-2026-DET-020.,document,Under Analysis,Inspector Farooq Nadaf,,/evidence/3329fe53-50e1-4898-9157-245c1a89c94a/document_packet,demo,,,,1534f265-05f1-4c24-bf7a-31468eb393ae,2026-08-29 12:45:07,2026-08-29 12:45:07
5d5b45d4-5dc9-4f52-9839-9c2f1bc7fa07,Burglary Evidence Packet — CR-2026-DET-021,"Physical evidence including tool marks, fingerprints, and stolen property inventory for CR-2026-DET-021.",physical,Under Analysis,Sub-Inspector Anitha Kulkarni,,/evidence/5d5b45d4-5dc9-4f52-9839-9c2f1bc7fa07/physical_packet,demo,,,,18109322-3fde-4546-8a8a-badacc8dff6c,2026-08-29 12:45:07,2026-08-29 12:45:07
5e85bde6-5324-4234-8077-af8bf8c03dc8,Case Evidence — CR-2026-DET-272,Supporting documentation and evidence for CR-2026-DET-272.,document,Pending,Sub-Inspector Yashoda Patil,,/evidence/5e85bde6-5324-4234-8077-af8bf8c03dc8/document_packet,demo,,,,18d149d7-0984-4f0c-8d52-6e7ab05fd367,2026-08-29 12:45:08,2026-08-29 12:45:08
853c974f-c0ff-4a7f-88b3-da03a02c4207,Narcotics Seizure Kit — CR-2026-DET-013,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-013.",physical,Pending,Sub-Inspector Lokesh Biradar,,/evidence/853c974f-c0ff-4a7f-88b3-da03a02c4207/physical_packet,demo,,,,198464e9-cfae-49f7-a0bc-15bd26316e45,2026-08-29 12:45:07,2026-08-29 12:45:07
a8a1f1e1-b03b-4022-a661-0ed582127ea5,Narcotics Seizure Kit — CR-2026-DET-281,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-281.",physical,Analyzed,Sub-Inspector Yashoda Patil,,/evidence/a8a1f1e1-b03b-4022-a661-0ed582127ea5/physical_packet,demo,,,,19b00b65-627b-4307-9e94-23716a52af8c,2026-08-29 12:45:08,2026-08-29 12:45:08
034a10c5-3ff7-49bc-923a-c306609ec396,Mining Violation Records — CR-2026-DET-184,"Satellite imagery, transit manifests, and forged permits for illegal mining case CR-2026-DET-184.",document,Analyzed,Inspector Raju Patil,,/evidence/034a10c5-3ff7-49bc-923a-c306609ec396/document_packet,demo,,,,19b7663c-305c-4c67-a6aa-a84e2ffd4920,2026-08-29 12:45:08,2026-08-29 12:45:08
28b3122f-7ceb-4d4e-bdef-4665211ff616,Digital Forensics — CR-2026-DET-144,"Digital evidence including device images, network logs, and transaction records for CR-2026-DET-144.",digital,Under Analysis,Inspector Hanumanthappa Naik,,/evidence/28b3122f-7ceb-4d4e-bdef-4665211ff616/digital_packet,demo,,,,1a83c539-90b5-4a69-8c9b-2d5edba1370a,2026-08-29 12:45:08,2026-08-29 12:45:08
aec66443-14ab-4dd3-bb0c-35f16fa3eee9,Assault Case Documentation — CR-2026-DET-047,"Medical reports, witness statements, and scene photographs for assault case CR-2026-DET-047.",document,Under Analysis,Inspector Santosh Mudiraj,,/evidence/aec66443-14ab-4dd3-bb0c-35f16fa3eee9/document_packet,demo,,,,1ae05d4a-de48-450f-8c6a-430e283af30d,2026-08-29 12:45:07,2026-08-29 12:45:07
48f8ed2c-ce1b-4021-884b-d73e071295c4,Assault Case Documentation — CR-2026-DET-056,"Medical reports, witness statements, and scene photographs for assault case CR-2026-DET-056.",document,Pending,Inspector Meera Sen,,/evidence/48f8ed2c-ce1b-4021-884b-d73e071295c4/document_packet,demo,,,,1ba46825-7d45-4d4b-99da-1d97b03bd9a7,2026-08-29 12:45:07,2026-08-29 12:45:07
104d2caa-241c-4d84-8754-de7b375d6f8e,Digital Forensics — CR-2026-BNG-002,"Digital evidence including device images, network logs, and transaction records for CR-2026-BNG-002.",digital,Pending,Inspector Kavitha Prasad,,/evidence/104d2caa-241c-4d84-8754-de7b375d6f8e/digital_packet,demo,,,,1c510628-6e84-4710-b3b9-30493d20da64,2026-08-29 12:45:07,2026-08-29 12:45:07
009b99b2-c746-4ba7-b006-3df88e02f79f,Burglary Evidence Packet — CR-2026-YDG-001,"Physical evidence including tool marks, fingerprints, and stolen property inventory for CR-2026-YDG-001.",physical,Under Analysis,Sub-Inspector Venkatesh Kulkarni,,/evidence/009b99b2-c746-4ba7-b006-3df88e02f79f/physical_packet,demo,,,,1c64b050-b551-4be1-840f-4ffd541ad2e6,2026-08-29 12:45:07,2026-08-29 12:45:07
9965c0e3-2400-46ae-bdfe-cab1444de54b,DV Case Evidence — CR-2026-MND-001,"Medical examination reports, complaint statements, and photographic evidence for CR-2026-MND-001.",document,Pending,Sub-Inspector Prakash Naik,,/evidence/9965c0e3-2400-46ae-bdfe-cab1444de54b/document_packet,demo,,,,1d739511-14d5-445f-980f-ea5bce8af4c0,2026-08-29 12:45:07,2026-08-29 12:45:07
dd764888-d847-423f-bc86-9b2f19acb75b,Case Evidence — CR-2026-DET-191,Supporting documentation and evidence for CR-2026-DET-191.,document,Pending,Sub-Inspector Pushpa Lakshmi,,/evidence/dd764888-d847-423f-bc86-9b2f19acb75b/document_packet,demo,,,,1ddb75b1-0ffe-4e9e-8c9e-4c9486ad2009,2026-08-29 12:45:08,2026-08-29 12:45:08
c56d7133-f6ff-4ab2-95ba-f7f03611bb39,Mining Violation Records — CR-2026-CTD-001,"Satellite imagery, transit manifests, and forged permits for illegal mining case CR-2026-CTD-001.",document,Under Analysis,Inspector Ravi Shankar Bhat,,/evidence/c56d7133-f6ff-4ab2-95ba-f7f03611bb39/document_packet,demo,,,,1e9c3522-d5c4-4909-a78c-7da1a8a6f5bd,2026-08-29 12:45:07,2026-08-29 12:45:07
499cb651-d391-4947-952f-470508a1bfd1,Mining Violation Records — CR-2026-DET-123,"Satellite imagery, transit manifests, and forged permits for illegal mining case CR-2026-DET-123.",document,Analyzed,Inspector Basavaraj Kolkar,,/evidence/499cb651-d391-4947-952f-470508a1bfd1/document_packet,demo,,,,1ea8d308-4250-4a47-94a5-0691bc6d0c7f,2026-08-29 12:45:07,2026-08-29 12:45:07
133f4980-ae05-4f12-bdee-6006d0984ab5,DV Case Evidence — CR-2026-DET-320,"Medical examination reports, complaint statements, and photographic evidence for CR-2026-DET-320.",document,Under Analysis,Sub-Inspector Vinayak Kulkarni,,/evidence/133f4980-ae05-4f12-bdee-6006d0984ab5/document_packet,demo,,,,1f1176ea-c2ca-41cb-909e-e3f797949f4b,2026-08-29 12:45:08,2026-08-29 12:45:08
886fe6b7-2b1f-46ff-8886-ce82f0b0b667,Narcotics Seizure Kit — CR-2026-DET-031,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-031.",physical,Pending,Inspector Siddharamaiah Pujari,,/evidence/886fe6b7-2b1f-46ff-8886-ce82f0b0b667/physical_packet,demo,,,,1f171d14-bf88-4009-86f6-4b6be19f8200,2026-08-29 12:45:07,2026-08-29 12:45:07
89d60a18-d531-4bc7-9fc6-1604cb50e586,Narcotics Seizure Kit — CR-2026-DET-165,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-165.",physical,Analyzed,Sub-Inspector Yogesh Shetty,,/evidence/89d60a18-d531-4bc7-9fc6-1604cb50e586/physical_packet,demo,,,,1fe5bced-6ac3-448d-a28f-b73dd59a48f2,2026-08-29 12:45:08,2026-08-29 12:45:08
c903f87d-df4a-449f-aeb0-0ae073728cd4,Case Evidence — CR-2026-DET-173,Supporting documentation and evidence for CR-2026-DET-173.,document,Pending,Inspector Ganesh Haldipur,,/evidence/c903f87d-df4a-449f-aeb0-0ae073728cd4/document_packet,demo,,,,21845565-63a1-4d64-b564-6a44730b75be,2026-08-29 12:45:08,2026-08-29 12:45:08
db0fb348-80cd-4574-bf14-d82ad5f1ab23,Case Evidence — CR-2026-DET-102,Supporting documentation and evidence for CR-2026-DET-102.,document,Under Analysis,Inspector Raju Patil,,/evidence/db0fb348-80cd-4574-bf14-d82ad5f1ab23/document_packet,demo,,,,21ca4243-dba6-4ee2-9604-b202e7fefe86,2026-08-29 12:45:07,2026-08-29 12:45:07
5dcb6acd-40a6-48f9-831d-bf74a3885551,Narcotics Seizure Kit — CR-2026-DET-180,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-180.",physical,Under Analysis,Inspector Irfan Hassan,,/evidence/5dcb6acd-40a6-48f9-831d-bf74a3885551/physical_packet,demo,,,,222d6737-fb88-436b-a288-6090056a4d05,2026-08-29 12:45:08,2026-08-29 12:45:08
804aaae9-fb24-404f-9a1e-169b2ed82cd1,Narcotics Seizure Kit — CR-2026-MNG-001,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-MNG-001.",physical,Pending,Inspector Irfan Hassan,,/evidence/804aaae9-fb24-404f-9a1e-169b2ed82cd1/physical_packet,demo,,,,23031115-1674-472e-b498-3e1f6a24932b,2026-08-29 12:45:07,2026-08-29 12:45:07
ac2390f8-2e3d-4974-96d2-3c1ec707b22e,Narcotics Seizure Kit — CR-2026-DET-185,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-185.",physical,Under Analysis,Inspector Meera Sen,,/evidence/ac2390f8-2e3d-4974-96d2-3c1ec707b22e/physical_packet,demo,,,,2310822b-3d75-47bd-abe7-9a4d401fad54,2026-08-29 12:45:08,2026-08-29 12:45:08
9c9dd48a-5386-4a1b-84fa-5cecec51ff38,Assault Case Documentation — CR-2026-CMR-001,"Medical reports, witness statements, and scene photographs for assault case CR-2026-CMR-001.",document,Pending,Sub-Inspector Pushpa Lakshmi,,/evidence/9c9dd48a-5386-4a1b-84fa-5cecec51ff38/document_packet,demo,,,,2351eceb-d595-43f1-9b5e-f09f100ee8b5,2026-08-29 12:45:07,2026-08-29 12:45:07
5ce46ded-d665-4f33-82df-1c7b5da1d3bb,DV Case Evidence — CR-2026-DET-141,"Medical examination reports, complaint statements, and photographic evidence for CR-2026-DET-141.",document,Under Analysis,Sub-Inspector Mallikarjun Swamy,,/evidence/5ce46ded-d665-4f33-82df-1c7b5da1d3bb/document_packet,demo,,,,23622dc7-fdc2-464a-a655-69629f3e2cbe,2026-08-29 12:45:08,2026-08-29 12:45:08
49137ef0-5a6e-4655-978a-1ceb29fc1f9a,Assault Case Documentation — CR-2026-DET-059,"Medical reports, witness statements, and scene photographs for assault case CR-2026-DET-059.",document,Under Analysis,Inspector Ganesh Haldipur,,/evidence/49137ef0-5a6e-4655-978a-1ceb29fc1f9a/document_packet,demo,,,,2364680e-0ba6-4de8-8096-c5c1eac8d33a,2026-08-29 12:45:07,2026-08-29 12:45:07
65cd4c20-1fb9-4c02-aaeb-6ad8a3fd4563,Case Evidence — CR-2026-DET-077,Supporting documentation and evidence for CR-2026-DET-077.,document,Under Analysis,Inspector Irfan Hassan,,/evidence/65cd4c20-1fb9-4c02-aaeb-6ad8a3fd4563/document_packet,demo,,,,236f9ce7-ddf4-4812-8c7b-14545e1ed846,2026-08-29 12:45:07,2026-08-29 12:45:07
6caba650-21c3-4bd0-8c8a-7884b6038189,Case Evidence — CR-2026-DET-186,Supporting documentation and evidence for CR-2026-DET-186.,document,Under Analysis,Sub-Inspector Nagesh Kori,,/evidence/6caba650-21c3-4bd0-8c8a-7884b6038189/document_packet,demo,,,,25da8d47-d772-4736-8d39-a0623e2ee20f,2026-08-29 12:45:08,2026-08-29 12:45:08
7bd6b47f-e7d7-4b39-9230-8834d9114d12,Narcotics Seizure Kit — CR-2026-DET-318,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-318.",physical,Under Analysis,Sub-Inspector Lakshmi Devi,,/evidence/7bd6b47f-e7d7-4b39-9230-8834d9114d12/physical_packet,demo,,,,26d1a2f0-8c86-4db1-a7f8-1507dfcd9b99,2026-08-29 12:45:08,2026-08-29 12:45:08
f6764b0c-32d9-44a9-97d9-9f59e40ad00f,Case Evidence — CR-2026-DET-205,Supporting documentation and evidence for CR-2026-DET-205.,document,Under Analysis,Inspector Kiran Bhat,,/evidence/f6764b0c-32d9-44a9-97d9-9f59e40ad00f/document_packet,demo,,,,26d82653-f89e-4dc6-aa9e-b786bc9f5fa9,2026-08-29 12:45:08,2026-08-29 12:45:08
300f0f43-7a03-411b-b872-dd00cbf9c141,Burglary Evidence Packet — CR-2026-BLG-002,"Physical evidence including tool marks, fingerprints, and stolen property inventory for CR-2026-BLG-002.",physical,Pending,Inspector Virupakshi Hallur,,/evidence/300f0f43-7a03-411b-b872-dd00cbf9c141/physical_packet,demo,,,,27178e9c-8c42-4e16-b3ef-d687cdffe575,2026-08-29 12:45:07,2026-08-29 12:45:07
74a6f585-8307-4485-9def-e5a95fcb20cb,Case Evidence — CR-2026-DET-203,Supporting documentation and evidence for CR-2026-DET-203.,document,Under Analysis,Inspector Irfan Hassan,,/evidence/74a6f585-8307-4485-9def-e5a95fcb20cb/document_packet,demo,,,,271ff166-6b49-408c-bb35-a69f3003753a,2026-08-29 12:45:08,2026-08-29 12:45:08
6669187f-ab62-4144-8a9e-4e685cc57f10,Narcotics Seizure Kit — CR-2026-DET-105,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-105.",physical,Pending,Inspector Irfan Hassan,,/evidence/6669187f-ab62-4144-8a9e-4e685cc57f10/physical_packet,demo,,,,28864ea0-f28b-46f1-87ae-ba50f402a454,2026-08-29 12:45:07,2026-08-29 12:45:07
0980717a-92ad-4653-baa9-303a0348e076,Narcotics Seizure Kit — CR-2026-RCR-001,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-RCR-001.",physical,Pending,Sub-Inspector Mallikarjun Swamy,,/evidence/0980717a-92ad-4653-baa9-303a0348e076/physical_packet,demo,,,,298305d3-6efa-491a-b74c-ae5a2dbe6105,2026-08-29 12:45:07,2026-08-29 12:45:07
dc99d38b-165f-4f48-bf0c-54001a9c5993,Burglary Evidence Packet — CR-2026-DET-065,"Physical evidence including tool marks, fingerprints, and stolen property inventory for CR-2026-DET-065.",physical,Under Analysis,Sub-Inspector Manjunath Reddy,,/evidence/dc99d38b-165f-4f48-bf0c-54001a9c5993/physical_packet,demo,,,,2b5de6a7-3010-4c88-9bbb-50218973c147,2026-08-29 12:45:07,2026-08-29 12:45:07
b7c3ef92-430b-4b3d-a85e-335af8d7000f,Narcotics Seizure Kit — CR-2026-DET-032,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-032.",physical,Under Analysis,Sub-Inspector Anitha Kulkarni,,/evidence/b7c3ef92-430b-4b3d-a85e-335af8d7000f/physical_packet,demo,,,,2b61b413-2b86-47da-a4cd-5472c51a74a1,2026-08-29 12:45:07,2026-08-29 12:45:07
8ef3f28f-fb5b-40ac-9f29-df82186fb78c,Burglary Evidence Packet — CR-2026-MYS-002,"Physical evidence including tool marks, fingerprints, and stolen property inventory for CR-2026-MYS-002.",physical,Analyzed,Inspector Meera Sen,,/evidence/8ef3f28f-fb5b-40ac-9f29-df82186fb78c/physical_packet,demo,,,,2bfdf3f4-44d1-462f-9553-82bce38c2333,2026-08-29 12:45:07,2026-08-29 12:45:07
8d8effd6-7045-4ee8-989c-036db6be4ea3,Narcotics Seizure Kit — CR-2026-DET-134,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-134.",physical,Pending,Sub-Inspector Prakash Naik,,/evidence/8d8effd6-7045-4ee8-989c-036db6be4ea3/physical_packet,demo,,,,2c1de3eb-8d4b-4973-8708-ef54b1408c48,2026-08-29 12:45:07,2026-08-29 12:45:07
6b58a460-5cd0-4155-995d-5898573e5905,Narcotics Seizure Kit — CR-2026-DET-236,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-236.",physical,Under Analysis,Inspector Kavitha Prasad,,/evidence/6b58a460-5cd0-4155-995d-5898573e5905/physical_packet,demo,,,,2c618f8b-888b-422f-88ca-08296cbd218d,2026-08-29 12:45:08,2026-08-29 12:45:08
734c2c88-b1d6-4118-933c-84e15c59f1fd,Narcotics Seizure Kit — CR-2026-DET-308,"Physical evidence including seized substances, packaging materials, and transport vehicle documentation for CR-2026-DET-308.",physical,Under Analysis,Inspector Kiran Bhat,,/evidence/734c2c88-b1d6-4118-933c-84e15c59f1fd/physical_packet,demo,,,,2c6b1f9e-21a3-4aeb-b7bc-d611f25fd703,2026-08-29 12:45:08,2026-08-29 12:45:08
